31.000,417.530,1017.716,16.460,1.224,978.555,39.984,449577.949,0.000,0.000,0.000,0.000,7.996,-2.000,49.215,0.000,0.006,-1.876,21.199,0.000,31.630,49.215,57.813,0.009,-1.800,23.293,0.077,31.084,26.000,2.000,2026.000,9.000,22.000,13.000
31.000,417.602,1017.718,16.460,1.224,978.725,39.987,449617.451,0.000,0.000,0.000,0.000,7.996,-2.000,49.203,0.000,0.009,-1.560,21.207,0.000,31.619,49.207,57.646,0.007,-1.702,23.276,0.065,31.070,26.000,2.000,2026.000,9.000,22.000,14.000
31.000,417.753,1017.718,16.460,1.224,979.082,39.994,449699.360,0.000,0.000,0.000,0.000,7.996,-2.000,49.211,0.000,0.005,-1.456,21.218,0.000,31.630,49.219,59.076,0.007,-1.489,23.295,0.119,31.059,26.000,2.000,2026.000,9.000,22.000,14.000
31.000,417.755,1017.717,16.460,1.224,979.086,39.994,449700.224,0.000,0.000,0.000,0.000,7.996,-2.000,49.182,0.000,0.011,-0.676,21.227,0.000,31.623,49.201,59.602,0.012,-0.851,23.285,0.248,31.042,26.000,2.000,2026.000,9.000,22.000,15.000
31.000,417.740,1017.724,16.460,1.224,979.051,39.994,449693.634,0.000,0.000,0.000,0.000,7.996,-2.000,49.186,0.000,0.009,-0.813,21.233,0.000,31.647,49.194,58.983,0.008,-1.931,23.281,0.103,31.080,26.000,2.000,2026.000,9.000,22.000,15.000
31.000,417.664,1017.725,16.460,1.224,978.871,39.990,449652.631,0.000,0.000,0.000,0.000,7.996,-2.000,49.195,0.000,0.010,-1.189,21.265,0.000,31.637,49.198,58.452,0.009,-1.636,23.286,0.046,31.077,26.000,2.000,2026.000,9.000,22.000,16.000
31.000,417.580,1017.727,16.460,1.224,978.673,39.986,449607.504,0.000,0.000,0.000,0.000,7.996,-2.000,49.186,0.000,0.032,-0.660,21.246,0.000,31.605,49.227,59.295,0.006,-1.004,23.295,0.423,31.059,26.000,2.000,2026.000,9.000,22.000,16.000
31.000,417.501,1017.726,16.460,1.224,978.486,39.982,449564.424,0.000,0.000,0.000,0.000,7.996,-2.000,49.204,0.000,0.010,-0.687,21.246,0.000,31.647,49.192,59.204,0.011,-0.769,23.300,0.149,31.101,26.000,2.000,2026.000,9.000,22.000,17.000
31.000,417.524,1017.722,16.460,1.224,978.541,39.983,449576.019,0.000,0.000,0.000,0.000,7.996,-2.000,49.214,0.000,0.006,-1.887,21.265,0.000,31.637,49.219,58.914,0.019,-1.347,23.287,0.116,31.084,26.000,2.000,2026.000,9.000,22.000,17.000
31.000,417.552,1017.721,16.460,1.224,978.607,39.985,449590.989,0.000,0.000,0.000,0.000,7.996,-2.000,49.207,0.000,0.021,-0.611,21.274,0.000,31.696,49.203,60.427,0.008,-0.747,23.298,0.143,31.087,26.000,2.000,2026.000,9.000,22.000,18.000
31.000,417.563,1017.723,16.460,1.224,978.633,39.985,449597.398,0.000,0.000,0.000,0.000,7.996,-2.000,49.208,0.000,0.010,-1.434,21.290,0.000,31.651,49.203,59.235,0.004,-1.423,23.288,0.054,31.087,26.000,2.000,2026.000,9.000,22.000,18.000
31.000,417.541,1017.722,16.460,1.224,978.581,39.984,449585.242,0.000,0.000,0.000,0.000,7.996,-2.000,49.202,0.000,0.012,-1.434,21.301,0.000,31.672,49.209,59.915,0.015,-0.643,23.307,0.104,31.084,26.000,2.000,2026.000,9.000,22.000,19.000
31.000,417.491,1017.722,16.460,1.224,978.463,39.982,449558.115,0.000,0.000,0.000,0.000,7.996,-2.000,49.202,0.000,0.009,-0.862,21.306,0.000,31.658,49.212,59.379,0.007,-0.883,23.307,0.118,31.077,26.000,2.000,2026.000,9.000,22.000,19.000
31.000,417.435,1017.722,16.460,1.224,978.330,39.979,449527.730,0.000,0.000,0.000,0.000,7.996,-2.000,49.203,0.000,0.016,-1.102,21.311,0.000,31.658,49.207,61.273,0.010,-1.532,23.309,0.140,31.073,26.000,2.000,2026.000,9.000,22.000,20.000
31.000,417.399,1017.720,16.460,1.224,978.245,39.977,449507.755,0.000,0.000,0.000,0.000,7.996,-2.000,49.212,0.000,0.017,-1.085,21.307,0.000,31.637,49.217,61.878,0.005,-0.949,23.296,0.075,31.063,26.000,2.000,2026.000,9.000,22.000,20.000
31.000,417.401,1017.721,16.460,1.224,978.250,39.977,449509.061,0.000,0.000,0.000,0.000,7.996,-2.000,49.215,0.000,0.013,-1.025,21.336,0.000,31.668,49.206,61.046,0.005,-0.638,23.294,0.121,31.080,26.000,2.000,2026.000,9.000,22.000,21.000
31.000,417.445,1017.721,16.460,1.224,978.354,39.979,449532.936,0.000,0.000,0.000,0.000,7.996,-2.000,49.221,0.000,0.017,-2.040,21.327,0.000,31.637,49.220,59.928,0.008,-0.687,23.299,0.127,31.056,26.000,2.000,2026.000,9.000,22.000,21.000
31.000,417.507,1017.719,16.460,1.224,978.501,39.982,449566.133,0.000,0.000,0.000,0.000,7.996,-2.000,49.201,0.000,0.013,-1.303,21.340,0.000,31.665,49.209,61.593,0.008,-1.549,23.328,0.099,31.087,26.000,2.000,2026.000,9.000,22.000,22.000
31.000,417.577,1017.711,16.460,1.224,978.666,39.986,449602.343,0.000,0.000,0.000,0.000,7.996,-2.000,49.220,0.000,0.008,-0.622,21.344,0.000,31.661,49.195,62.675,0.020,-0.758,23.290,0.292,31.122,26.000,2.000,2026.000,9.000,22.000,22.000
31.000,417.586,1017.717,16.460,1.224,978.687,39.986,449608.551,0.000,0.000,0.000,0.000,7.996,-2.000,49.216,0.000,0.012,-1.593,21.346,0.000,31.626,49.196,61.222,0.013,-1.680,23.288,0.184,31.080,26.000,2.000,2026.000,9.000,22.000,23.000
